,PRODUCT's inventory,MATERIAL 1's inventory,PRODUCT's Change,MATERIAL 1's Change,Remaining Demand,Action
0,0,76,4,76,100,[1]
1,4,86,0,71,97,[0]
2,6,81,0,71,95,[2]
3,6,76,0,86,95,[0]
4,10,86,0,67,92,[1]
5,10,76,0,81,92,[0]
6,12,81,0,71,91,[2]
7,12,76,0,86,91,[2]
9,0,76,4,76,100,[5]
10,4,86,0,90,97,[5]
11,8,86,6,90,94,[0]
12,12,86,12,67,91,[1]
13,16,86,8,71,88,[0]
14,20,86,6,67,85,[4]
15,24,86,2,86,82,[3]
16,28,86,6,81,78,[2]
18,0,76,4,76,100,[2]
19,4,86,0,76,97,[3]
20,8,86,0,81,94,[3]
21,12,86,2,81,90,[5]
22,16,86,4,90,87,[2]
23,20,86,10,76,84,[3]
24,24,86,10,81,81,[4]
25,28,86,12,86,78,[2]
27,0,76,4,76,100,[0]
28,4,86,0,67,97,[0]
29,4,76,0,76,97,[0]
30,4,76,0,76,97,[0]
31,4,76,0,76,97,[5]
32,4,76,0,100,97,[0]
33,8,86,6,67,94,[4]
34,12,86,2,86,91,[0]
36,0,76,4,76,100,[1]
37,4,86,0,71,97,[2]
38,6,81,0,81,95,[0]
39,10,86,0,67,92,[0]
40,10,76,0,76,92,[1]
41,10,76,0,81,92,[0]
42,12,81,0,71,90,[3]
43,12,76,0,90,90,[2]
45,0,76,4,76,100,[4]
46,4,86,0,86,97,[3]
47,8,86,4,81,93,[4]
48,12,86,6,86,90,[2]
49,16,86,10,76,87,[0]
50,20,86,10,67,83,[1]
51,24,86,6,71,80,[5]
52,28,86,4,90,77,[3]
54,0,76,4,76,100,[1]
55,4,86,0,71,97,[5]
56,6,81,0,95,95,[0]
57,10,86,6,67,92,[4]
58,14,86,2,86,89,[1]
59,18,86,6,71,85,[5]
60,22,86,4,90,82,[5]
61,26,86,10,90,79,[2]
63,0,76,4,76,100,[2]
64,4,86,0,76,97,[0]
65,8,86,0,67,94,[1]
66,8,76,0,81,94,[5]
67,10,81,0,95,92,[1]
68,14,86,6,71,89,[4]
69,18,86,4,86,86,[1]
70,22,86,8,71,83,[2]
72,0,76,4,76,100,[5]
73,4,86,0,90,97,[2]
74,8,86,6,76,94,[2]
75,12,86,6,76,90,[5]
76,16,86,6,90,87,[4]
77,20,86,12,86,84,[4]
78,24,86,16,86,81,[5]
79,28,86,20,90,78,[3]
81,0,76,4,76,100,[0]
82,4,86,0,67,97,[1]
83,4,76,0,81,97,[5]
84,6,81,0,95,95,[3]
85,10,86,6,81,92,[4]
86,14,86,8,86,89,[0]
87,18,86,12,67,86,[5]
88,22,86,8,90,83,[2]
90,0,76,4,76,100,[5]
91,4,86,0,90,97,[4]
92,8,86,6,86,93,[4]
93,12,86,10,86,90,[1]
94,16,86,14,71,87,[5]
95,20,86,12,90,83,[1]
96,24,86,18,71,80,[3]
97,28,86,16,81,77,[0]
99,0,76,4,76,100,[1]
100,4,86,0,71,97,[0]
101,6,81,0,71,95,[2]
102,6,76,0,86,95,[3]
103,10,86,0,81,92,[3]
104,14,86,2,81,89,[5]
105,18,86,4,90,86,[0]
106,22,86,10,67,83,[5]
108,0,76,4,76,100,[4]
109,4,86,0,86,97,[0]
110,8,86,4,67,94,[1]
111,12,86,0,71,91,[0]
112,14,81,0,71,89,[3]
113,14,76,0,90,89,[3]
114,18,86,2,81,86,[4]
115,22,86,4,86,83,[1]
117,0,76,4,76,100,[5]
118,4,86,0,90,97,[5]
119,8,86,6,90,93,[0]
120,12,86,12,67,90,[1]
121,16,86,8,71,87,[3]
122,20,86,6,81,84,[1]
123,24,86,8,71,80,[3]
124,28,86,6,81,77,[3]
126,0,76,4,76,100,[2]
127,4,86,0,76,97,[4]
128,8,86,0,86,94,[1]
129,12,86,4,71,91,[4]
130,16,86,2,86,88,[5]
131,20,86,6,90,85,[3]
132,24,86,12,81,82,[2]
133,28,86,14,76,79,[1]
135,0,76,4,76,100,[5]
136,4,86,0,90,97,[3]
137,8,86,6,81,94,[4]
138,12,86,8,86,90,[2]
139,16,86,12,76,87,[1]
140,20,86,12,71,84,[3]
141,24,86,10,81,81,[5]
142,28,86,12,90,78,[4]
144,0,76,4,76,100,[5]
145,4,86,0,90,97,[4]
146,8,86,6,86,94,[1]
147,12,86,10,71,91,[4]
148,16,86,8,86,88,[4]
149,20,86,12,86,84,[1]
150,24,86,16,71,81,[0]
151,28,86,14,67,78,[0]
153,0,76,4,76,100,[2]
154,4,86,0,76,97,[5]
155,8,86,0,90,94,[4]
156,12,86,6,86,91,[1]
157,16,86,10,71,88,[4]
158,20,86,8,86,84,[3]
159,24,86,12,81,81,[4]
160,28,86,14,86,78,[4]
162,0,76,4,76,100,[3]
163,4,86,0,81,97,[2]
164,8,86,2,76,94,[2]
165,12,86,2,76,90,[2]
166,16,86,2,76,87,[4]
167,20,86,2,86,84,[2]
168,24,86,6,76,81,[2]
169,28,86,6,76,78,[3]
171,0,76,4,76,100,[2]
172,4,86,0,76,97,[5]
173,8,86,0,90,94,[2]
174,12,86,6,76,91,[1]
175,16,86,6,71,88,[2]
176,20,86,4,76,85,[2]
177,24,86,4,76,82,[0]
178,28,86,4,67,79,[5]
180,0,76,4,76,100,[2]
181,4,86,0,76,97,[4]
182,8,86,0,86,94,[3]
183,12,86,4,81,90,[5]
184,16,86,6,90,87,[1]
185,20,86,12,71,84,[3]
186,24,86,10,81,81,[5]
187,28,86,12,90,78,[5]
189,0,76,4,76,100,[5]
190,4,86,0,90,97,[2]
191,8,86,6,76,94,[5]
192,12,86,6,90,91,[5]
193,16,86,12,90,88,[4]
194,20,86,18,86,84,[5]
195,24,86,22,90,81,[0]
196,28,86,28,67,78,[4]
198,0,76,4,76,100,[2]
199,4,86,0,76,97,[2]
200,8,86,0,76,94,[2]
201,12,86,0,76,90,[2]
202,16,86,0,76,87,[4]
203,20,86,0,86,84,[0]
204,24,86,4,67,81,[1]
205,28,86,0,71,77,[4]
207,0,76,4,76,100,[0]
208,4,86,0,67,97,[0]
209,4,76,0,76,97,[0]
210,4,76,0,76,97,[5]
211,4,76,0,100,97,[3]
212,8,86,6,81,94,[1]
213,12,86,8,71,91,[3]
214,16,86,6,81,88,[5]
216,0,76,4,76,100,[5]
217,4,86,0,90,97,[0]
218,8,86,6,67,94,[5]
219,12,86,2,90,91,[1]
220,16,86,8,71,88,[2]
221,20,86,6,76,84,[5]
222,24,86,6,90,81,[1]
223,28,86,12,71,78,[3]
225,0,76,4,76,100,[0]
226,4,86,0,67,97,[3]
227,4,76,0,90,97,[3]
228,8,86,2,81,93,[2]
229,12,86,4,76,90,[3]
230,16,86,4,81,87,[5]
231,20,86,6,90,84,[4]
232,24,86,12,86,80,[1]
234,0,76,4,76,100,[1]
235,4,86,0,71,97,[2]
236,6,81,0,81,95,[4]
237,10,86,0,86,92,[2]
238,14,86,4,76,88,[2]
239,18,86,4,76,85,[3]
240,22,86,4,81,82,[0]
241,26,86,6,67,78,[2]
243,0,76,4,76,100,[1]
244,4,86,0,71,97,[1]
245,6,81,0,76,95,[1]
246,8,81,0,76,94,[4]
247,10,81,0,90,92,[1]
248,14,86,4,71,89,[2]
249,18,86,2,76,85,[5]
250,22,86,2,90,82,[2]
252,0,76,4,76,100,[1]
253,4,86,0,71,97,[2]
254,6,81,0,81,95,[2]
255,10,86,0,76,92,[2]
256,14,86,0,76,89,[5]
257,18,86,0,90,86,[2]
258,22,86,6,76,83,[2]
259,26,86,6,76,79,[2]
261,0,76,4,76,100,[5]
262,4,86,0,90,97,[2]
263,8,86,6,76,94,[0]
264,12,86,6,67,90,[2]
265,16,86,2,76,87,[3]
266,20,86,2,81,84,[0]
267,24,86,4,67,81,[0]
268,28,86,0,67,77,[4]
270,0,76,4,76,100,[5]
271,4,86,0,90,97,[1]
272,8,86,6,71,94,[0]
273,12,86,4,67,91,[5]
274,16,86,0,90,88,[5]
275,20,86,6,90,85,[4]
276,24,86,12,86,82,[3]
277,28,86,16,81,79,[1]
279,0,76,4,76,100,[3]
280,4,86,0,81,97,[2]
281,8,86,2,76,94,[0]
282,12,86,2,67,91,[2]
283,14,81,0,81,89,[4]
284,18,86,0,86,86,[5]
285,22,86,4,90,83,[1]
286,26,86,10,71,80,[3]
288,0,76,4,76,100,[3]
289,4,86,0,81,97,[0]
290,8,86,2,67,94,[4]
291,10,81,0,90,92,[5]
292,14,86,4,90,89,[4]
293,18,86,10,86,85,[4]
294,22,86,14,86,82,[0]
295,26,86,18,67,79,[0]
297,0,76,4,76,100,[4]
298,4,86,0,86,97,[2]
299,8,86,4,76,94,[4]
300,12,86,4,86,90,[1]
301,16,86,8,71,87,[2]
302,20,86,6,76,84,[0]
303,24,86,6,67,81,[3]
304,28,86,2,81,77,[5]
306,0,76,4,76,100,[4]
307,4,86,0,86,97,[0]
308,8,86,4,67,93,[2]
309,12,86,0,76,90,[4]
310,16,86,0,86,87,[2]
311,20,86,4,76,83,[2]
312,24,86,4,76,80,[3]
313,28,86,4,81,77,[3]
315,0,76,4,76,100,[1]
316,4,86,0,71,97,[4]
317,6,81,0,90,95,[4]
318,10,86,4,86,92,[2]
319,14,86,8,76,89,[1]
320,18,86,8,71,86,[4]
321,22,86,6,86,83,[5]
322,26,86,10,90,80,[3]
324,0,76,4,76,100,[5]
325,4,86,0,90,97,[3]
326,8,86,6,81,93,[3]
327,12,86,8,81,90,[4]
328,16,86,10,86,87,[5]
329,20,86,14,90,84,[0]
330,24,86,20,67,80,[0]
331,28,86,16,67,77,[3]
333,0,76,4,76,100,[4]
334,4,86,0,86,97,[5]
335,8,86,4,90,93,[1]
336,12,86,10,71,90,[3]
337,16,86,8,81,87,[0]
338,20,86,10,67,83,[0]
339,24,86,6,67,80,[2]
340,28,86,2,76,77,[0]
342,0,76,4,76,100,[2]
343,4,86,0,76,97,[3]
344,8,86,0,81,94,[1]
345,12,86,2,71,90,[5]
346,16,86,0,90,87,[4]
347,20,86,6,86,84,[4]
348,24,86,10,86,81,[1]
349,28,86,14,71,77,[5]
351,0,76,4,76,100,[4]
352,4,86,0,86,97,[3]
353,8,86,4,81,94,[3]
354,12,86,6,81,91,[1]
355,16,86,8,71,88,[1]
356,20,86,6,71,85,[3]
357,24,86,4,81,82,[2]
358,28,86,6,76,79,[4]
360,0,76,4,76,100,[4]
361,4,86,0,86,97,[1]
362,8,86,4,71,93,[3]
363,12,86,2,81,90,[3]
364,16,86,4,81,87,[0]
365,20,86,6,67,83,[4]
366,24,86,2,86,80,[4]
367,28,86,6,86,77,[3]
369,0,76,4,76,100,[4]
370,4,86,0,86,97,[4]
371,8,86,4,86,94,[1]
372,12,86,8,71,91,[4]
373,16,86,6,86,88,[2]
374,20,86,10,76,84,[1]
375,24,86,10,71,81,[0]
376,28,86,8,67,78,[4]
378,0,76,4,76,100,[3]
379,4,86,0,81,97,[2]
380,8,86,2,76,94,[3]
381,12,86,2,81,91,[0]
382,16,86,4,67,88,[2]
383,20,86,0,76,85,[0]
384,24,86,0,67,82,[1]
385,24,76,0,81,82,[0]
387,0,76,4,76,100,[3]
388,4,86,0,81,97,[2]
389,8,86,2,76,94,[4]
390,12,86,2,86,91,[4]
391,16,86,6,86,88,[3]
392,20,86,10,81,84,[5]
393,24,86,12,90,81,[4]
394,28,86,18,86,78,[1]
396,0,76,4,76,100,[5]
397,4,86,0,90,97,[4]
398,8,86,6,86,94,[4]
399,12,86,10,86,90,[5]
400,16,86,14,90,87,[3]
401,20,86,20,81,84,[4]
402,24,86,22,86,81,[1]
403,28,86,26,71,78,[4]
405,0,76,4,76,100,[2]
406,4,86,0,76,97,[2]
407,8,86,0,76,94,[0]
408,12,86,0,67,90,[3]
409,12,76,0,90,90,[5]
410,16,86,2,90,87,[3]
411,20,86,8,81,84,[3]
412,24,86,10,81,81,[1]
414,0,76,4,76,100,[2]
415,4,86,0,76,97,[1]
416,8,86,0,71,94,[4]
417,10,81,0,90,92,[2]
418,14,86,4,76,89,[4]
419,18,86,4,86,86,[1]
420,22,86,8,71,83,[3]
421,26,86,6,81,80,[4]
423,0,76,4,76,100,[3]
424,4,86,0,81,97,[2]
425,8,86,2,76,94,[3]
426,12,86,2,81,91,[0]
427,16,86,4,67,88,[1]
428,20,86,0,71,84,[0]
429,22,81,0,71,83,[1]
430,22,76,0,81,83,[2]
432,0,76,4,76,100,[0]
433,4,86,0,67,97,[3]
434,4,76,0,90,97,[5]
435,8,86,2,90,93,[1]
436,12,86,8,71,90,[4]
437,16,86,6,86,87,[2]
438,20,86,10,76,83,[2]
439,24,86,10,76,80,[3]
441,0,76,4,76,100,[4]
442,4,86,0,86,97,[2]
443,8,86,4,76,94,[1]
444,12,86,4,71,91,[5]
445,16,86,2,90,88,[1]
446,20,86,8,71,84,[0]
447,24,86,6,67,81,[1]
448,28,86,2,71,78,[1]
450,0,76,4,76,100,[2]
451,4,86,0,76,97,[1]
452,8,86,0,71,94,[0]
453,10,81,0,71,92,[2]
454,10,76,0,86,92,[5]
455,14,86,0,90,89,[0]
456,18,86,6,67,86,[4]
457,22,86,2,86,83,[5]
459,0,76,4,76,100,[1]
460,4,86,0,71,97,[5]
461,6,81,0,95,95,[3]
462,10,86,6,81,92,[3]
463,14,86,8,81,89,[3]
464,18,86,10,81,86,[5]
465,22,86,12,90,83,[4]
466,26,86,18,86,79,[2]
468,0,76,4,76,100,[5]
469,4,86,0,90,97,[1]
470,8,86,6,71,94,[4]
471,12,86,4,86,91,[2]
472,16,86,8,76,88,[2]
473,20,86,8,76,85,[1]
474,24,86,8,71,82,[3]
475,28,86,6,81,78,[4]
477,0,76,4,76,100,[0]
478,4,86,0,67,97,[4]
479,4,76,0,95,97,[4]
480,8,86,4,86,93,[1]
481,12,86,8,71,90,[1]
482,16,86,6,71,87,[2]
483,20,86,4,76,84,[1]
484,24,86,4,71,80,[2]
486,0,76,4,76,100,[3]
487,4,86,0,81,97,[1]
488,8,86,2,71,94,[1]
489,12,86,0,71,90,[4]
490,14,81,0,90,89,[3]
491,18,86,4,81,86,[5]
492,22,86,6,90,83,[0]
493,26,86,12,67,79,[5]
495,0,76,4,76,100,[1]
496,4,86,0,71,97,[4]
497,6,81,0,90,95,[5]
498,10,86,4,90,92,[4]
499,14,86,10,86,88,[0]
500,18,86,14,67,85,[4]
501,22,86,10,86,82,[0]
502,26,86,14,67,78,[4]
504,0,76,4,76,100,[4]
505,4,86,0,86,97,[3]
506,8,86,4,81,94,[5]
507,12,86,6,90,90,[4]
508,16,86,12,86,87,[2]
509,20,86,16,76,84,[1]
510,24,86,16,71,81,[4]
511,28,86,14,86,78,[5]
513,0,76,4,76,100,[4]
514,4,86,0,86,97,[2]
515,8,86,4,76,94,[1]
516,12,86,4,71,91,[2]
517,16,86,2,76,88,[0]
518,20,86,2,67,85,[4]
519,22,81,0,90,83,[2]
520,26,86,4,76,80,[1]
522,0,76,4,76,100,[3]
523,4,86,0,81,97,[4]
524,8,86,2,86,93,[2]
525,12,86,6,76,90,[2]
526,16,86,6,76,87,[4]
527,20,86,6,86,84,[3]
528,24,86,10,81,80,[0]
529,28,86,12,67,77,[0]
531,0,76,4,76,100,[0]
532,4,86,0,67,97,[5]
533,4,76,0,100,97,[3]
534,8,86,6,81,94,[0]
535,12,86,8,67,91,[2]
536,16,86,4,76,88,[0]
537,20,86,4,67,85,[1]
538,24,86,0,71,82,[5]
540,0,76,4,76,100,[3]
541,4,86,0,81,97,[5]
542,8,86,2,90,94,[0]
543,12,86,8,67,91,[5]
544,16,86,4,90,88,[5]
545,20,86,10,90,84,[4]
546,24,86,16,86,81,[0]
547,28,86,20,67,78,[0]
549,0,76,4,76,100,[1]
550,4,86,0,71,97,[3]
551,6,81,0,86,95,[3]
552,10,86,2,81,92,[1]
553,14,86,4,71,89,[1]
554,18,86,2,71,85,[3]
555,22,86,0,81,82,[0]
556,26,86,2,67,79,[3]
558,0,76,4,76,100,[3]
559,4,86,0,81,97,[1]
560,8,86,2,71,93,[4]
561,12,86,0,86,90,[0]
562,16,86,4,67,87,[2]
563,20,86,0,76,83,[4]
564,24,86,0,86,80,[0]
565,28,86,4,67,77,[5]
567,0,76,4,76,100,[4]
568,4,86,0,86,97,[2]
569,8,86,4,76,93,[0]
570,12,86,4,67,90,[3]
571,16,86,0,81,87,[3]
572,20,86,2,81,84,[3]
573,24,86,4,81,80,[1]
574,28,86,6,71,77,[2]
576,0,76,4,76,100,[3]
577,4,86,0,81,97,[2]
578,8,86,2,76,94,[0]
579,12,86,2,67,90,[5]
580,14,81,0,95,89,[2]
581,18,86,6,76,85,[2]
582,22,86,6,76,82,[4]
583,26,86,6,86,79,[3]
585,0,76,4,76,100,[4]
586,4,86,0,86,97,[2]
587,8,86,4,76,94,[4]
588,12,86,4,86,90,[4]
589,16,86,8,86,87,[5]
590,20,86,12,90,84,[4]
591,24,86,18,86,81,[5]
592,28,86,22,90,77,[2]
594,0,76,4,76,100,[1]
595,4,86,0,71,97,[3]
596,6,81,0,86,95,[2]
597,10,86,2,76,92,[2]
598,14,86,2,76,88,[5]
599,18,86,2,90,85,[4]
600,22,86,8,86,82,[2]
601,26,86,12,76,78,[1]
603,0,76,4,76,100,[3]
604,4,86,0,81,97,[4]
605,8,86,2,86,93,[4]
606,12,86,6,86,90,[4]
607,16,86,10,86,87,[0]
608,20,86,14,67,84,[4]
609,24,86,10,86,80,[4]
610,28,86,14,86,77,[2]
612,0,76,4,76,100,[4]
613,4,86,0,86,97,[4]
614,8,86,4,86,93,[0]
615,12,86,8,67,90,[5]
616,16,86,4,90,87,[0]
617,20,86,10,67,83,[0]
618,24,86,6,67,80,[1]
619,28,86,2,71,77,[3]
621,0,76,4,76,100,[0]
622,4,86,0,67,97,[5]
623,4,76,0,100,97,[4]
624,8,86,6,86,94,[2]
625,12,86,10,76,90,[2]
626,16,86,10,76,87,[1]
627,20,86,10,71,84,[1]
628,24,86,8,71,81,[3]
630,0,76,4,76,100,[5]
631,4,86,0,90,97,[0]
632,8,86,6,67,94,[4]
633,12,86,2,86,91,[3]
634,16,86,6,81,88,[0]
635,20,86,8,67,84,[0]
636,24,86,4,67,81,[3]
637,28,86,0,81,78,[3]
639,0,76,4,76,100,[2]
640,4,86,0,76,97,[5]
641,8,86,0,90,94,[0]
642,12,86,6,67,90,[0]
643,16,86,2,67,87,[3]
644,18,81,0,86,86,[4]
645,22,86,2,86,83,[5]
646,26,86,6,90,79,[0]
648,0,76,4,76,100,[2]
649,4,86,0,76,97,[3]
650,8,86,0,81,94,[0]
651,12,86,2,67,91,[3]
652,14,81,0,86,89,[3]
653,18,86,2,81,86,[3]
654,22,86,4,81,83,[0]
655,26,86,6,67,80,[5]
657,0,76,4,76,100,[1]
658,4,86,0,71,97,[3]
659,6,81,0,86,95,[2]
660,10,86,2,76,92,[3]
661,14,86,2,81,89,[3]
662,18,86,4,81,85,[1]
663,22,86,6,71,82,[3]
664,26,86,4,81,79,[1]
666,0,76,4,76,100,[2]
667,4,86,0,76,97,[1]
668,8,86,0,71,94,[0]
669,10,81,0,71,92,[0]
670,10,76,0,76,92,[4]
671,10,76,0,95,92,[4]
672,14,86,4,86,89,[4]
673,18,86,8,86,86,[3]
675,0,76,4,76,100,[1]
676,4,86,0,71,97,[0]
677,6,81,0,71,95,[2]
678,6,76,0,86,95,[2]
679,10,86,0,76,92,[1]
680,14,86,0,71,89,[2]
681,16,81,0,81,88,[0]
682,20,86,0,67,85,[0]
684,0,76,4,76,100,[1]
685,4,86,0,71,97,[2]
686,6,81,0,81,95,[5]
687,10,86,0,90,92,[0]
688,14,86,6,67,89,[1]
689,18,86,2,71,86,[4]
690,22,86,0,86,83,[1]
691,26,86,4,71,80,[2]
693,0,76,4,76,100,[5]
694,4,86,0,90,97,[1]
695,8,86,6,71,94,[4]
696,12,86,4,86,90,[5]
697,16,86,8,90,87,[5]
698,20,86,14,90,84,[4]
699,24,86,20,86,81,[1]
700,28,86,24,71,78,[0]
702,0,76,4,76,100,[5]
703,4,86,0,90,97,[4]
704,8,86,6,86,93,[0]
705,12,86,10,67,90,[5]
706,16,86,6,90,87,[4]
707,20,86,12,86,84,[1]
708,24,86,16,71,80,[0]
709,28,86,14,67,77,[4]
711,0,76,4,76,100,[4]
712,4,86,0,86,97,[1]
713,8,86,4,71,94,[5]
714,12,86,2,90,90,[1]
715,16,86,8,71,87,[5]
716,20,86,6,90,84,[4]
717,24,86,12,86,81,[5]
718,28,86,16,90,78,[4]
720,0,76,4,76,100,[2]
721,4,86,0,76,97,[5]
722,8,86,0,90,94,[3]
723,12,86,6,81,90,[4]
724,16,86,8,86,87,[1]
725,20,86,12,71,84,[5]
726,24,86,10,90,81,[3]
727,28,86,16,81,78,[3]
729,0,76,4,76,100,[3]
730,4,86,0,81,97,[1]
731,8,86,2,71,94,[3]
732,12,86,0,81,91,[2]
733,16,86,2,76,88,[4]
734,20,86,2,86,85,[0]
735,24,86,6,67,82,[5]
736,28,86,2,90,78,[0]
738,0,76,4,76,100,[3]
739,4,86,0,81,97,[2]
740,8,86,2,76,94,[3]
741,12,86,2,81,90,[1]
742,16,86,4,71,87,[5]
743,20,86,2,90,84,[0]
744,24,86,8,67,81,[1]
745,28,86,4,71,77,[2]
747,0,76,4,76,100,[2]
748,4,86,0,76,97,[2]
749,8,86,0,76,94,[0]
750,12,86,0,67,91,[5]
751,12,76,0,100,91,[4]
752,16,86,6,86,88,[3]
753,20,86,10,81,84,[3]
754,24,86,12,81,81,[3]
756,0,76,4,76,100,[1]
757,4,86,0,71,97,[5]
758,6,81,0,95,95,[0]
759,10,86,6,67,92,[3]
760,14,86,2,81,89,[3]
761,18,86,4,81,85,[3]
762,22,86,6,81,82,[2]
763,26,86,8,76,79,[2]
765,0,76,4,76,100,[4]
766,4,86,0,86,97,[3]
767,8,86,4,81,94,[2]
768,12,86,6,76,91,[2]
769,16,86,6,76,88,[0]
770,20,86,6,67,85,[3]
771,24,86,2,81,82,[3]
772,28,86,4,81,79,[3]
774,0,76,4,76,100,[2]
775,4,86,0,76,97,[0]
776,8,86,0,67,94,[0]
777,8,76,0,76,94,[1]
778,8,76,0,81,94,[5]
779,10,81,0,95,92,[1]
780,14,86,6,71,89,[0]
781,18,86,4,67,86,[1]
783,0,76,4,76,100,[3]
784,4,86,0,81,97,[0]
785,8,86,2,67,94,[2]
786,10,81,0,81,92,[1]
787,14,86,0,71,89,[1]
788,16,81,0,76,88,[3]
789,18,81,0,86,86,[0]
790,22,86,2,67,83,[5]
792,0,76,4,76,100,[4]
793,4,86,0,86,97,[4]
794,8,86,4,86,93,[5]
795,12,86,8,90,90,[3]
796,16,86,14,81,87,[0]
797,20,86,16,67,84,[0]
798,24,86,12,67,80,[0]
799,28,86,8,67,77,[1]
801,0,76,4,76,100,[4]
802,4,86,0,86,97,[5]
803,8,86,4,90,94,[5]
804,12,86,10,90,91,[0]
805,16,86,16,67,88,[1]
806,20,86,12,71,85,[0]
807,24,86,10,67,82,[4]
808,28,86,6,86,79,[4]
810,0,76,4,76,100,[0]
811,4,86,0,67,97,[2]
812,4,76,0,86,97,[4]
813,8,86,0,86,94,[5]
814,12,86,4,90,91,[2]
815,16,86,10,76,88,[5]
816,20,86,10,90,85,[1]
817,24,86,16,71,82,[1]
819,0,76,4,76,100,[4]
820,4,86,0,86,97,[3]
821,8,86,4,81,94,[4]
822,12,86,6,86,91,[1]
823,16,86,10,71,88,[5]
824,20,86,8,90,85,[0]
825,24,86,14,67,82,[1]
826,28,86,10,71,78,[2]
828,0,76,4,76,100,[2]
829,4,86,0,76,97,[2]
830,8,86,0,76,94,[3]
831,12,86,0,81,91,[4]
832,16,86,2,86,88,[5]
833,20,86,6,90,85,[1]
834,24,86,12,71,82,[3]
835,28,86,10,81,79,[0]
837,0,76,4,76,100,[3]
838,4,86,0,81,97,[0]
839,8,86,2,67,94,[3]
840,10,81,0,86,92,[3]
841,14,86,2,81,89,[4]
842,18,86,4,86,86,[2]
843,22,86,8,76,83,[4]
844,26,86,8,86,80,[4]
846,0,76,4,76,100,[3]
847,4,86,0,81,97,[1]
848,8,86,2,71,94,[2]
849,12,86,0,76,90,[4]
850,16,86,0,86,87,[5]
851,20,86,4,90,84,[5]
852,24,86,10,90,81,[3]
853,28,86,16,81,77,[0]
855,0,76,4,76,100,[4]
856,4,86,0,86,97,[5]
857,8,86,4,90,94,[5]
858,12,86,10,90,91,[2]
859,16,86,16,76,88,[5]
860,20,86,16,90,85,[2]
861,24,86,22,76,82,[3]
862,28,86,22,81,79,[1]
864,0,76,4,76,100,[4]
865,4,86,0,86,97,[4]
866,8,86,4,86,94,[5]
867,12,86,8,90,91,[4]
868,16,86,14,86,88,[0]
869,20,86,18,67,85,[3]
870,24,86,14,81,82,[1]
871,28,86,16,71,78,[3]
873,0,76,4,76,100,[4]
874,4,86,0,86,97,[5]
875,8,86,4,90,94,[4]
876,12,86,10,86,90,[2]
877,16,86,14,76,87,[5]
878,20,86,14,90,84,[5]
879,24,86,20,90,81,[4]
880,28,86,26,86,78,[3]
882,0,76,4,76,100,[1]
883,4,86,0,71,97,[1]
884,6,81,0,76,95,[4]
885,8,81,0,90,93,[4]
886,12,86,4,86,90,[3]
887,16,86,8,81,87,[4]
888,20,86,10,86,84,[5]
889,24,86,14,90,80,[4]
891,0,76,4,76,100,[1]
892,4,86,0,71,97,[4]
893,6,81,0,90,95,[4]
894,10,86,4,86,92,[5]
895,14,86,8,90,89,[5]
896,18,86,14,90,85,[3]
897,22,86,20,81,82,[2]
898,26,86,22,76,79,[5]
900,0,76,4,76,100,[1]
901,4,86,0,71,97,[5]
